participant_id,race_2,race_4,race_5,race_7,race_8,race_1,race_10,race_10_text,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,sexual_orientation_6,sexual_orientation_7,sexual_orientation_8,sexual_orientation_8_text,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,gender_identity_7,gender_identity_8,gender_identity_9,gender_identity_10,gender_identity_10_text,saab,out_hs,out_hs_3_text,certain_hs,certain_hs_5_text,demographics_hs_1,demographics_hs_2,demographics_hs_3,demographics_hs_4,demographics_hs_8,demographics_hs_8_text,demographics_state_54,demographics_state_4,demographics_state_5,demographics_state_6,demographics_state_7,demographics_state_8,demographics_state_9,demographics_state_10,demographics_state_53,demographics_state_11,demographics_state_12,demographics_state_13,demographics_state_14,demographics_state_15,demographics_state_16,demographics_state_17,demographics_state_18,demographics_state_19,demographics_state_20,demographics_state_21,demographics_state_22,demographics_state_23,demographics_state_24,demographics_state_25,demographics_state_26,demographics_state_27,demographics_state_28,demographics_state_29,demographics_state_30,demographics_state_31,demographics_state_32,demographics_state_33,demographics_state_34,demographics_state_35,demographics_state_36,demographics_state_37,demographics_state_38,demographics_state_39,demographics_state_40,demographics_state_41,demographics_state_42,demographics_state_43,demographics_state_44,demographics_state_45,demographics_state_46,demographics_state_47,demographics_state_48,demographics_state_49,demographics_state_50,demographics_state_51,demographics_state_52,demograpics_grad_yr,commitment_check,class_content_1,class_content_2,class_content_3,class_content_4,class_content_5,class_content_rep_1,class_content_rep_2,class_content_rep_3,class_content_rep_4,class_content_rep_5,gender_in_health_ed_1,gender_in_health_ed_2,gender_in_health_ed_3,gender_in_health_ed_4,gender_in_health_ed_5,gender_in_health_ed_6,gender_in_health_ed_7,gender_in_health_ed_8,gender_in_health_ed_9,gender_in_health_ed_10,lgbtq_support_1,lgbtq_support_2,policies_disc_1,policies_disc_2,policies_disc_3,policies_disc_4,policies_disc_5,policies_disc_6,policies_disc_7,policies_disc_8,policies_inc_1,policies_inc_2,policies_inc_3,policies_inc_4,policies_inc_5,policies_inc_6,bathrooms_available,bathrooms_accessible,attention_check_2,policies_practice_1,policies_practice_2,policies_practice_3,victimization_mis_1,victimization_mis_2,victimization_mis_3,victimization_mis_4,verbal_vic_1,verbal_vic_2,verbal_vic_3,victimization_out_1,victimization_out_2,victimization_ind_1,victimization_ind_2,victimization_ind_3,lgbtq_faculty_1,lgbtq_faculty_2,lgbtq_faculty_att,lgbtq_community_1,lgbtq_community_2,lgbtq_community_3,lgbtq_community_4,lgbtq_community_5,lgbtq_community_6,lgbtq_community_7,absenteeism,accepted,safe,unsafe,missed_classes,discrimination_1,discrimination_2,discrimination_3,depression_1,depression_2,depression_3,depression_4,depression_5,depression_6,depression_7,depression_8,anxiety_1,anxiety_2,anxiety_3,anxiety_4,anxiety_5,anxiety_6,anxiety_7,anxiety_8,teacher_inclus_1,teacher_inclus_2,teacher_inclus_3,teacher_inclus_4,teacher_inclus_5,teacher_inclus_6,teacher_inclus_7,teacher_inclus_8,submission_id,status,started_at,completed_at,reviewed_at,archived_at,time_taken,completion_code,total_approvals,cisgender_and_transgender,gender,gender_identity_non_binary_only,age,sex,ethnicity_simplified,country_of_birth,country_of_residence,nationality,language,student_status,employment_status,custom_study_tncs_accepted_at
63ea4e8c0e9a66f5843ed4ac,0,0,0,0,0,1,0,-99,0,1,0,0,0,0,0,0,-99,0,0,0,0,0,1,1,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,1,0,-99,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,2,5,4,1,4,4,1,1,1,1,1,7,7,7,4,1,4,4,1,7,4,1,1,1,-99,-99,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,NA,4,1,-99,-99,-99,-99,-99,-99,7,3,4,-90,-90,1,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,5,1,4,1,1,1,1,4,4,4,3,3,4,4,2,1,2,1,2,1,1,1,1,1,1,-99,5,2,1,1,4,4,65ae71628b686b71cb8be7af,APPROVED,2024-01-22T13:45:10.250000Z,2024-01-22T13:54:33.205000Z,2024-01-24T01:37:10.285000Z,2024-01-22T13:54:33.756391Z,563,NOCODE,1993,NA,Non-binary (would like to give more detail),"Non-binary, Gender fluid, Questioning/ unsure, Woman (including Trans Female/Trans Woman), Man (including Trans Male/Trans Man), Option not included here",28,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
5df6b948e297d54a09e71fe2,0,0,0,0,0,1,0,-99,0,0,0,0,0,1,0,0,-99,0,0,0,0,0,1,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,5,6,2,5,4,2,1,2,2,2,5,6,3,3,2,6,5,2,2,4,2,5,2,-99,-99,4,1,-99,1,-99,1,1,1,1,2,1,2,NA,4,2,5,3,3,3,3,4,6,5,5,4,3,3,2,6,5,4,1,3,5,-99,2,-99,4,3,3,3,4,1,1,2,5,2,2,2,3,1,3,2,2,1,3,1,3,2,3,1,2,3,2,2,6,3,3,5,5,6,65ae6ffde40838f7ca4e0f10,APPROVED,2024-01-22T13:39:09.349000Z,2024-01-22T13:56:57.132000Z,2024-01-24T01:37:10.115000Z,2024-01-22T13:56:57.583830Z,1068,NOCODE,158,NA,Non-binary (would like to give more detail),"Gender fluid, Woman (including Trans Female/Trans Woman)",23,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,
5f47f0dd26b052111e2d323b,0,0,0,0,0,1,0,-99,0,0,0,0,1,0,0,0,-99,0,0,0,0,0,1,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,5,4,1,4,6,1,1,1,1,1,6,7,2,3,1,7,2,1,1,1,3,6,2,5,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,NA,4,-99,-99,-99,-99,-99,-99,2,7,5,6,-90,-90,1,1,6,4,5,1,-99,-99,-99,1,-99,-99,-99,3,1,4,2,1,1,2,2,4,1,4,1,4,4,3,1,3,4,4,4,4,5,4,4,2,1,6,3,1,5,2,6,65ae73d90555d38d8065fccb,APPROVED,2024-01-22T13:55:42.136000Z,2024-01-22T14:06:31.789000Z,2024-01-24T01:37:10.646000Z,2024-01-22T14:06:32.239420Z,650,NOCODE,2149,NA,Non-binary (would like to give more detail),"Non-binary, Gender queer",26,Female,White,United States,United States,United States,English,No,Part-Time,
610fb9afc435c9e8b5713f67,0,0,0,0,0,1,0,-99,0,0,1,0,0,0,0,0,-99,0,0,0,0,0,0,1,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,5,5,2,4,5,4,2,2,2,1,7,7,2,2,1,7,4,2,4,5,5,6,4,5,-99,4,-99,5,5,-99,1,2,1,-99,1,1,2,NA,4,1,5,4,4,4,4,4,7,5,6,4,5,6,5,7,5,4,1,1,2,1,1,1,-99,1,3,2,2,2,1,2,6,1,2,3,3,3,3,3,3,1,2,4,4,4,4,3,4,3,2,1,5,1,2,4,2,3,65ae734faef05cf655657f2b,APPROVED,2024-01-22T13:53:22.917000Z,2024-01-22T14:08:00.199000Z,2024-01-24T01:37:10.453000Z,2024-01-22T14:08:00.713408Z,878,NOCODE,1961,NA,Non-binary (would like to give more detail),Non-binary,24,Male,White,United States,United States,United States,English,Yes,Full-Time,
63cf00b131641be92828a9a9,0,0,0,0,0,1,0,-99,1,0,0,0,0,0,0,0,-99,0,0,0,0,1,0,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,6,6,3,7,5,1,1,1,1,1,7,7,2,2,1,6,6,1,1,3,1,5,1,-99,1,4,-99,-99,-99,-99,3,-99,-99,-99,4,-99,2,NA,4,5,5,6,4,4,4,4,6,2,-99,2,2,6,2,7,4,4,1,1,1,1,1,1,1,5,5,1,2,2,2,1,6,2,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,1,5,2,1,3,3,5,65ae75b523d9a31cd395706e,APPROVED,2024-01-22T14:03:39.826000Z,2024-01-22T14:10:28.587000Z,2024-01-24T02:04:25.315000Z,2024-01-22T14:10:30.118588Z,409,NOCODE,672,Yes,Man (including Trans Male/Trans Man),NA,20,Prefer not to say,White,United States,United States,United States,English,No,Full-Time,
588021688e1ad5000142dfdf,0,0,0,0,1,1,0,-99,0,0,0,1,0,0,0,0,-99,0,0,0,0,1,0,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,6,6,2,6,6,3,2,2,4,1,6,6,4,4,2,6,6,1,4,3,2,7,5,-99,-99,4,1,-99,-99,-99,-99,-99,-99,-99,3,-99,3,NA,4,2,-99,3,4,4,4,4,6,3,7,-90,5,-90,2,7,5,5,1,2,2,3,1,-99,2,3,4,1,1,3,5,1,7,1,4,3,3,3,4,4,3,3,4,4,4,5,5,5,4,5,2,2,5,2,1,4,3,4,65ae780e280841970b2cac78,APPROVED,2024-01-22T14:13:38.849000Z,2024-01-22T14:21:27.694000Z,2024-01-24T02:04:42.608000Z,2024-01-22T14:21:28.203883Z,469,NOCODE,2107,Yes,Man (including Trans Male/Trans Man),NA,25,Female,Mixed,United States,United States,United States,English,No,Full-Time,
653048d5d815e00c2baa7296,1,0,1,0,0,1,0,-99,0,1,0,0,0,0,0,0,-99,0,1,0,0,0,1,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2,2,3,1,1,1,6,6,6,6,3,6,6,1,1,5,7,2,1,1,5,6,1,3,5,5,4,1,1,1,1,-99,-99,3,-99,1,-99,1,1,4,7,7,7,5,5,5,5,7,5,6,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,5,4,4,1,1,6,1,4,2,1,4,4,4,2,2,1,2,3,4,2,2,1,2,2,6,6,7,5,5,6,6,7,65ae79c2e20deba60cf0a04b,APPROVED,2024-01-22T14:21:07.246000Z,2024-01-22T14:30:18.717000Z,2024-01-24T02:02:33.835000Z,2024-01-22T14:30:19.228052Z,552,NOCODE,204,NA,Non-binary (would like to give more detail),"Woman (including Trans Female/Trans Woman), Non-binary",20,Female,Mixed,United States,United States,United States,English,Yes,Part-Time,
5f90a9b6980885196a0d084d,0,0,0,0,1,0,0,-99,0,0,0,0,1,0,0,0,-99,0,0,0,0,0,0,0,0,1,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,7,2,4,6,1,1,1,1,1,7,7,4,4,1,7,4,1,5,1,1,7,1,5,-99,4,-99,-99,-99,-99,1,1,1,1,1,1,2,NA,4,1,1,1,5,5,5,5,7,7,7,-90,5,2,7,7,-99,-99,1,1,1,1,1,1,-99,7,5,1,1,5,3,1,7,1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,1,4,1,1,1,1,4,65ae7ab727763d0d1ad741af,APPROVED,2024-01-22T14:25:06.983000Z,2024-01-22T14:31:49.550000Z,2024-01-24T02:02:48.630000Z,2024-01-22T14:31:50.032230Z,403,NOCODE,1376,NA,Non-binary (would like to give more detail),Agender,25,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
5bbcd3d2df2fb8000173308c,0,0,0,0,0,1,0,-99,1,0,0,0,0,0,0,0,-99,0,0,0,1,0,0,0,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,5,4,2,6,7,1,1,1,1,4,7,7,5,6,2,7,7,1,7,2,2,6,1,-99,-99,4,-99,5,-99,-99,1,1,1,1,1,1,2,NA,4,2,3,-99,5,5,5,5,7,7,7,-90,5,5,3,7,4,4,1,-99,-99,-99,-99,-99,-99,7,5,1,1,4,3,1,6,1,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,2,1,5,1,2,2,2,3,65ae7fe20b0a93329dd62ed0,APPROVED,2024-01-22T14:47:01.963000Z,2024-01-22T14:53:35.445000Z,2024-01-24T02:04:56.498000Z,2024-01-22T14:53:36.026205Z,394,NOCODE,555,Yes,Woman (including Trans Female/Trans Woman),NA,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),
63d79c3ca0d0c4b632fdc42f,0,0,0,0,0,1,0,-99,1,0,0,0,0,0,0,0,-99,0,0,0,0,0,1,0,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,5,5,2,6,6,1,1,1,1,1,7,7,6,7,1,7,7,1,7,1,1,7,1,-99,-99,4,5,-99,-99,-99,2,1,-99,3,-99,2,2,NA,4,1,1,1,4,4,3,3,7,7,7,5,5,5,4,6,-99,-99,1,7,7,6,-99,7,7,7,4,1,1,3,5,1,7,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,1,1,5,2,1,1,1,1,65ae7eef35cd07f4e91fbcba,APPROVED,2024-01-22T14:43:51.728000Z,2024-01-22T14:56:14.659000Z,2024-01-24T02:03:21.404000Z,2024-01-22T14:57:57.760262Z,743,NOCODE,1244,NA,Non-binary (would like to give more detail),"Man (including Trans Male/Trans Man), Non-binary, Gender fluid",25,Male,White,United States,United States,United States,English,Yes,Full-Time,
5ebc6d34046b2a0bc9f2b3b8,0,0,0,0,0,1,0,-99,0,0,1,0,0,0,0,0,-99,0,0,0,0,0,1,0,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,2,7,1,7,7,1,1,1,1,1,7,7,7,7,1,7,1,1,7,1,1,7,1,-99,5,4,-99,-99,-99,-99,1,1,1,1,1,1,2,NA,4,1,1,1,5,5,5,5,7,1,7,5,5,1,1,7,-99,-99,1,2,1,1,-99,1,7,7,5,1,1,1,1,1,7,1,3,3,3,3,3,4,3,2,3,4,4,4,4,3,4,4,1,1,6,1,7,1,1,2,65ae804e282c424eb5a209ea,APPROVED,2024-01-22T14:48:51.577000Z,2024-01-22T14:59:24.146000Z,2024-01-24T02:03:33.643000Z,2024-01-22T14:59:24.660898Z,633,NOCODE,3836,NA,Non-binary (would like to give more detail),Demiwoman,26,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)",
5e278abe0c61149b1646885e,0,0,0,0,0,1,0,-99,1,0,0,0,0,0,0,0,-99,0,0,0,0,0,1,0,0,0,0,-99,2,NA,NA,NA,NA,0,0,0,1,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,4,5,2,5,6,1,2,2,4,2,6,5,4,7,2,4,4,2,5,5,1,5,1,1,-99,4,-99,-99,-99,4,2,2,2,3,-99,-99,3,NA,4,4,3,2,5,5,5,5,6,7,7,4,5,4,5,6,3,3,1,2,2,2,2,2,4,5,3,3,2,2,2,4,5,3,4,4,4,3,3,4,4,2,4,5,4,4,5,4,5,3,2,2,5,4,2,2,2,4,65ae84b7cf1ce17ab3a6e221,APPROVED,2024-01-22T15:07:41.244000Z,2024-01-22T15:14:08.376000Z,2024-01-24T02:03:47.397000Z,2024-01-22T15:14:08.927059Z,388,NOCODE,295,NA,Non-binary (would like to give more detail),"Man (including Trans Male/Trans Man), Woman (including Trans Female/Trans Woman), Non-binary, Bigender",23,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),
65a17a4bae2fdf7313564fa8,0,0,0,1,1,0,0,-99,0,0,0,0,1,0,0,0,-99,0,0,0,0,0,0,0,1,0,0,-99,2,NA,NA,NA,NA,1,0,0,1,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,7,7,2,6,6,1,1,1,1,1,7,7,5,5,1,7,7,1,6,2,1,4,1,5,-99,4,-99,-99,-99,5,1,1,1,1,-99,-99,2,NA,4,5,1,3,5,-99,5,5,7,5,5,-90,5,1,7,3,4,4,1,-99,-99,-99,-99,-99,-99,5,4,3,1,2,5,3,2,4,2,2,3,3,4,3,2,3,3,4,4,4,4,4,4,4,1,1,2,1,1,3,1,5,65ae817830a3921909e9049b,TIMED-OUT,2024-01-22T14:53:44.162000Z,,,2024-01-24T20:21:31.866483Z,192468,,2,NA,Non-binary (would like to give more detail),Non-binary,21,Female,Mixed,United States,United States,United States,English,Yes,Full-Time,Not Applicable
60ff17fa94b8b5554f85aff1,0,0,0,0,0,1,0,-99,0,1,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,1,1,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,5,4,2,5,5,1,1,1,1,1,5,5,2,2,5,4,2,1,2,4,1,2,4,5,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,2,NA,4,6,5,5,4,4,-99,-99,6,2,3,2,4,2,2,5,2,2,1,2,2,2,2,2,5,2,3,3,4,1,1,5,2,6,2,2,2,2,2,2,3,1,4,3,3,3,4,3,4,3,5,5,6,5,6,6,5,6,65ae881c038d8687893296da,APPROVED,2024-01-22T15:22:07.822000Z,2024-01-22T15:54:11.955000Z,2024-01-24T02:38:00.442000Z,2024-01-22T15:54:12.413303Z,1925,NOCODE,221,NA,Non-binary (would like to give more detail),Non-binary,24,Female,White,United States,United States,United States,English,Yes,Part-Time,
614feb250528d35115119c64,0,0,0,0,0,1,0,-99,0,0,0,0,1,0,0,0,-99,0,0,0,0,1,0,0,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,2,6,4,1,7,7,1,1,1,1,1,7,7,4,4,1,7,7,1,6,1,1,4,3,5,-99,4,-99,-99,-99,-99,1,1,1,1,1,1,2,NA,4,1,1,1,-99,-99,-99,-99,7,1,6,-90,-90,2,2,2,5,-99,1,-99,-99,-99,-99,-99,-99,-99,3,4,4,1,1,2,4,4,3,2,2,3,4,4,3,1,2,4,4,2,2,4,5,5,2,1,5,1,6,6,5,6,65ae8e2b5f1f6da7183d9f55,APPROVED,2024-01-22T15:47:58.431000Z,2024-01-22T15:55:46.575000Z,2024-01-24T02:34:19.759000Z,2024-01-22T15:55:47.050740Z,469,NOCODE,385,Yes,Man (including Trans Male/Trans Man),NA,28,Female,White,United States,United States,United States,English,Yes,Full-Time,
6084f9cdcf053dc83dd4acc4,0,0,0,0,1,0,0,-99,0,1,0,0,0,0,0,0,-99,0,0,0,0,1,0,1,0,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,6,6,5,6,6,2,3,2,2,2,6,5,6,4,6,4,3,2,7,2,5,6,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,NA,4,2,2,2,4,5,4,4,7,6,7,4,4,6,5,6,4,4,1,6,5,2,2,2,2,3,3,2,1,2,2,1,6,1,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,3,3,3,3,4,3,65ae902e91bb652b9495957c,APPROVED,2024-01-22T15:56:34.691000Z,2024-01-22T16:02:08.360000Z,2024-01-24T02:34:32.982000Z,2024-01-22T16:02:08.914955Z,334,NOCODE,1221,Yes,Man (including Trans Male/Trans Man),NA,22,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),
5fe1cfc5c3fd05481b86e9e0,0,0,0,0,0,1,0,-99,0,1,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,1,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,5,4,2,4,4,1,1,1,1,1,6,7,1,1,4,2,2,2,1,5,2,2,1,4,1,4,4,5,1,4,3,3,2,3,3,3,3,NA,4,3,6,6,-99,-99,-99,-99,6,1,1,2,3,1,1,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,5,4,4,1,1,5,4,4,1,1,2,1,2,1,2,1,1,2,2,3,3,4,3,2,5,3,5,3,6,6,6,6,65ae9069f8045d195d73abf6,APPROVED,2024-01-22T15:57:33.206000Z,2024-01-22T16:09:01.090000Z,2024-01-24T02:38:52.802000Z,2024-01-22T16:09:01.548942Z,688,NOCODE,101,NA,Non-binary (would like to give more detail),"Man (including Trans Male/Trans Man), Agender, Non-binary",21,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),
6519c58fca95cdf1e8a70cdb,0,0,1,0,0,1,0,-99,0,0,0,1,0,0,0,0,-99,0,0,0,0,0,0,0,1,0,0,-99,2,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,2,7,5,2,5,6,3,1,1,4,1,6,6,3,2,1,7,4,1,2,2,1,4,4,4,-99,4,-99,-99,-99,-99,3,2,-99,2,2,3,2,NA,4,6,3,-99,4,2,-99,2,6,6,-99,-90,4,-90,5,5,4,2,1,5,5,5,5,-99,6,4,1,3,3,1,1,5,5,3,4,4,1,2,4,3,2,2,1,2,3,3,3,3,4,3,5,1,7,5,3,6,3,4,65ae90adf8045d195d73ac03,APPROVED,2024-01-22T15:58:37.689000Z,2024-01-22T16:10:55.784000Z,2024-01-24T02:38:52.964000Z,2024-01-22T16:10:56.238000Z,739,NOCODE,49,NA,Non-binary (would like to give more detail),"Woman (including Trans Female/Trans Woman), Non-binary, Gender fluid",22,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking),
6400d9316da986445e56d8e0,0,0,0,0,0,1,0,-99,1,0,0,0,0,0,0,0,-99,0,0,0,0,1,1,0,0,0,0,-99,1,NA,NA,NA,NA,1,0,0,0,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2,6,7,4,6,5,4,7,5,6,4,5,7,4,6,5,7,4,6,5,7,5,7,5,3,2,4,3,5,2,4,4,2,5,5,3,4,1,2,4,6,7,4,4,5,3,2,4,7,5,4,5,7,5,6,4,5,1,7,4,6,6,3,4,7,3,4,3,3,2,4,2,6,3,2,2,4,3,3,2,4,3,5,2,4,4,3,5,2,5,4,7,5,6,4,7,5,65ae8e25dc8991f4776b79c0,APPROVED,2024-01-22T15:48:06.921000Z,2024-01-22T16:12:08.333000Z,2024-01-24T02:38:52.510000Z,2024-01-22T16:12:08.826015Z,1442,NOCODE,148,NA,Non-binary (would like to give more detail),Non-binary,19,Male,White,United States,United States,United States,English,Yes,Part-Time,
652c2859944ee2c1a5cf001f,1,0,0,0,0,0,0,-99,1,0,0,0,0,0,0,0,-99,0,0,1,0,0,0,0,0,0,0,-99,2,NA,NA,NA,NA,0,0,0,1,0,-99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,3,3,4,4,4,5,4,4,4,5,4,4,5,4,4,5,4,5,2,4,4,5,3,3,3,4,3,4,3,2,3,3,4,3,3,3,2,NA,4,5,5,4,4,3,4,3,5,4,4,3,3,5,4,4,4,3,1,5,4,5,5,4,5,4,1,3,3,2,2,4,4,4,3,2,3,3,3,3,3,3,4,3,4,2,4,2,4,4,4,5,4,4,5,4,4,6,65ae94b7c130dba00af3515d,APPROVED,2024-01-22T16:15:55.808000Z,2024-01-22T16:30:32.733000Z,2024-01-24T02:35:07.674000Z,2024-01-22T16:30:33.185917Z,877,NOCODE,393,Yes,Woman (including Trans Female/Trans Woman),NA,23,Female,Other,United States,United States,United States,English,No,Unemployed (and job seeking),
