Participant_id,Race_2,Race_4,Race_5,Race_7,Race_8,Race_1,Race_10,race_sum,Race_10_TEXT,Sexual_Orientation_1,Sexual_Orientation_2,Sexual_Orientation_3,Sexual_Orientation_4,Sexual_Orientation_5,Sexual_Orientation_6,Sexual_Orientation_7,Sexual_Orientation_8,sex_ori_sum,Sexual_Orientation_8_TEXT,Gender_Identity_1,Gender_Identity_2,Gender_Identity_3,Gender_Identity_4,Gender_Identity_5,Gender_Identity_6,Gender_Identity_7,Gender_Identity_8,Gender_Identity_9,Gender_Identity_10,gender_sum,Gender_Identity_10_TEXT,SAAB,Out_HS,Out_HS_3_TEXT,Certain_HS,Certain_HS_5_TEXT,Demographics_HS_1,Demographics_HS_2,Demographics_HS_3,Demographics_HS_4,Demographics_HS_8,Demographics_HS_8_TEXT,Demographics_State_54,Demographics_State_4,Demographics_State_5,Demographics_State_6,Demographics_State_7,Demographics_State_8,Demographics_State_9,Demographics_State_10,Demographics_State_53,Demographics_State_11,Demographics_State_12,Demographics_State_13,Demographics_State_14,Demographics_State_15,Demographics_State_16,Demographics_State_17,Demographics_State_18,Demographics_State_19,Demographics_State_20,Demographics_State_21,Demographics_State_22,Demographics_State_23,Demographics_State_24,Demographics_State_25,Demographics_State_26,Demographics_State_27,Demographics_State_28,Demographics_State_29,Demographics_State_30,Demographics_State_31,Demographics_State_32,Demographics_State_33,Demographics_State_34,Demographics_State_35,Demographics_State_36,Demographics_State_37,Demographics_State_38,Demographics_State_39,Demographics_State_40,Demographics_State_41,Demographics_State_42,Demographics_State_43,Demographics_State_44,Demographics_State_45,Demographics_State_46,Demographics_State_47,Demographics_State_48,Demographics_State_49,Demographics_State_50,Demographics_State_51,Demographics_State_52,Demograpics_GradYR,Commitment_check_,Class_content_1,Class_content_2,Class_content_3,Class_content_4,Class_content_5,Class_content___rep_1,Class_content___rep_2,Class_content___rep_3,Class_content___rep_4,Class_content___rep_5,Gender_in_Health_Ed_1,Gender_in_Health_Ed_2,Gender_in_Health_Ed_3,Gender_in_Health_Ed_4,Gender_in_Health_Ed_5,Gender_in_Health_Ed_6,Gender_in_Health_Ed_7,Gender_in_Health_Ed_8,Gender_in_Health_Ed_9,Gender_in_Health_Ed_10,LGBTQ_support_1,LGBTQ_support_2,Policies_disc_1,Policies_disc_2,Policies_disc_3,Policies_disc_4,Policies_disc_5,Policies_disc_6,Policies_disc_7,Policies_disc_8,Policies_inc_1,Policies_inc_2,Policies_inc_3,Policies_inc_4,Policies_inc_5,Policies_inc_6,bathrooms_available,bathrooms_accessible,Attention_Check_2,Policies___Practice_1,Policies___Practice_2,Policies___Practice_3,Victimization___mis_1,Victimization___mis_2,Victimization___mis_3,Victimization___mis_4,verbal_vic_1,verbal_vic_2,verbal_vic_3,Victimization___out_1,Victimization___out_2,Victimization___ind_1,Victimization___ind_2,Victimization___ind_3,LGBTQ__faculty_1,LGBTQ__faculty_2,LGBTQ__facultyATT,LGBTQ__Community_1,LGBTQ__Community_2,LGBTQ__Community_3,LGBTQ__Community_4,LGBTQ__Community_5,LGBTQ__Community_6,LGBTQ__Community_7,absenteeism,accepted,safe,unsafe,missed_classes,discrimination_1,discrimination_2,discrimination_3,depression_1,depression_2,depression_3,depression_4,depression_5,depression_6,depression_7,depression_8,anxiety_1,anxiety_2,anxiety_3,anxiety_4,anxiety_5,anxiety_6,anxiety_7,anxiety_8,teacher_inclus_1,teacher_inclus_2,teacher_inclus_3,teacher_inclus_4,teacher_inclus_5,teacher_inclus_6,teacher_inclus_7,teacher_inclus_8,Gender_in_Health_Ed_1r,Gender_in_Health_Ed_2r,MAP_rank,shed_exc,shed_vic,shed_mis,anx_scaleT,dep_scale,welc_clim,inc_pol,parent_scl,vic_ind_scl,vic_out_scl,vic_mis_scl,intra_vic
5d4a14cc5407dc0001b30979,0,0,0,0,0,1,0,1,-99,0,1,1,0,0,0,0,0,2,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,2,4,1,4,4,1,1,1,1,3,7,7,5,4,1,7,4,2,4,4,2,5,1,4,1,4,1,1,1,1,2,1,2,1,2,2,3,,4,2,6,7,4,5,5,5,6,2,2,2,5,4,1,7,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,5,6,6,4,4,4,4,4,4,4,2,1,5,5,4,4,5,5,5,5,1,6,5,3,7,5,5,1,1,2,6.75,4.33333333,5.5,56.73,22,5.2,1.67,1,4,3.5,4.75,1
6125b040ffa3c0b9e67b92c9,1,0,0,0,0,1,0,2,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,3,3,3,3,1,1,1,1,1,7,7,3,5,1,7,6,1,1,6,1,1,1,1,1,4,1,1,1,1,3,1,1,1,3,3,3,,4,6,6,6,1,1,3,3,7,2,6,1,2,4,4,4,4,4,1,5,5,5,6,2,2,4,4,4,4,1,1,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,6,5,6,7,4,6,1,1,4,7,3,6.5,23.01,0,5,2,1,4,1.5,2,4.25
5f42eec40c24ac531d4ca24a,0,0,0,0,0,1,0,1,-99,0,0,0,1,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,0,0,0,1,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,7,7,1,7,1,1,2,5,1,1,4,1,1,1,1,1,1,1,1,1,1,2,,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,-99,7,7,7,64.52,18,1,1,1,1,1,1,1
6348679323d503de7c19359d,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,0,0,0,0,1,Online public school,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,2,2,4,2,4,4,2,2,2,2,2,6,6,4,2,2,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,,4,4,4,4,3,3,3,3,4,4,4,3,3,4,4,4,3,3,1,2,2,4,4,4,4,4,4,1,5,1,1,3,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,3,1,4,4,4,1,4,2,2,2,5.5,3.33333333,4,64.52,24,3.6,1,1,4,3,3,3
5e80f90be6882f01c5d585f6,0,0,0,0,0,1,0,1,-99,0,1,0,0,1,0,0,0,2,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,1,0,0,1,Community College,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,6,6,2,3,2,2,2,2,2,6,3,3,2,1,5,3,2,1,2,6,1,2,2,1,1,4,1,1,1,1,4,1,1,1,4,4,1,1,4,7,7,6,3,3,3,3,2,1,2,2,2,2,2,5,2,1,1,1,3,3,1,3,2,1,3,3,4,2,1,2,3,5,3,3,3,2,3,3,3,1,2,3,3,3,3,4,4,3,5,2,6,5,2,4,3,6,5,5,5,4,1.66666667,2.5,45.06,13,4.6,2.5,1,3,2,3,2.5
63f526b4e2e7e973e3d996e4,0,0,1,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,1,-99,0,0,0,0,0,1,1,0,0,0,2,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,5,4,1,3,4,1,1,1,2,1,5,7,3,2,1,4,3,1,2,3,1,4,1,4,3,4,2,3,1,2,3,3,3,4,1,3,2,,4,6,6,4,5,3,5,4,7,1,2,3,2,4,2,5,3,3,1,5,3,3,2,5,4,1,1,4,4,1,1,3,3,2,3,2,4,4,4,4,3,1,2,3,5,4,4,4,4,5,3,1,6,5,2,3,1,5,3,1,2,6.5,2.33333333,3.5,52.84,17,3.6,2.83,2.25,3.67,2.5,4.25,4
5ee83dd7c9043c1338fb1337,1,0,0,0,1,0,0,2,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,1,Charter school,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,7,4,1,4,4,1,1,1,1,1,7,7,2,1,1,7,4,1,2,4,1,5,4,5,1,4,1,1,5,1,1,1,1,1,1,1,2,,4,1,6,4,3,3,3,3,7,2,6,3,3,5,4,6,3,3,1,1,1,1,4,4,4,4,3,3,4,1,1,2,3,4,4,4,3,2,3,4,3,1,4,4,4,4,5,5,5,5,5,2,6,3,2,5,2,5,1,1,5,7,1.66666667,5.5,59.33,16,3.8,1,2,5,3,3,1.75
656cef93133dd04969014614,0,0,0,0,1,0,0,1,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,1,0,0,0,1,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,4,4,4,5,4,2,2,2,2,2,7,7,2,2,1,5,5,1,3,6,2,5,1,5,4,4,1,5,1,5,1,1,1,1,4,1,2,,4,4,4,4,3,3,3,3,7,1,6,3,3,2,2,4,3,3,1,4,4,4,2,2,1,5,1,4,5,1,1,4,3,6,2,2,2,3,3,3,2,1,1,2,2,2,2,2,2,1,7,5,6,5,6,7,4,6,1,1,5,7,2.33333333,5,30.79,10,5.6,1.5,3.75,2.67,3,3,3.5
60a2cee2b59ef2c89c0b388a,0,0,0,0,1,1,0,2,-99,0,0,1,0,0,0,0,0,1,-99,0,0,0,0,1,1,0,0,0,0,2,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,2,5,2,6,6,1,1,1,1,1,7,7,6,6,1,7,7,1,6,4,1,7,5,5,5,4,5,5,5,5,1,1,1,1,1,1,2,,4,1,1,1,5,5,5,5,7,7,7,4,5,6,6,7,5,5,1,7,6,6,4,4,4,7,4,2,2,1,1,2,4,1,3,3,4,3,4,4,4,3,2,4,4,3,4,4,4,5,1,1,1,1,1,2,1,2,1,1,1,7,6,7,51.55,20,1.4,1,5,6.33,4.5,5,5.75
5ed856ab1f4a23368be98b1a,0,0,0,0,1,1,0,2,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,1,1,0,0,0,2,-99,2,,,,,1,0,0,0,0,-99,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,5,4,2,3,3,1,2,1,5,1,7,7,2,1,1,5,3,2,1,4,1,1,1,1,1,4,1,1,1,1,3,2,2,2,1,1,2,,4,6,4,2,4,3,2,3,7,2,6,1,3,2,2,5,2,2,1,2,2,4,4,2,4,3,3,4,5,1,1,5,4,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,6,4,7,2,3,6,5,7,1,1,2,6.75,1.33333333,4,25.6,2,4.8,1.83,1,3,2,3,2.5
65a18fa807646041e029de55,0,0,0,0,0,1,0,1,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,1,0,1,0,0,2,-99,2,,,,,0,0,0,0,1,Charter School,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,5,6,7,7,7,2,1,1,1,1,3,7,1,2,1,7,7,2,3,2,3,6,1,1,3,5,1,5,1,5,3,3,1,1,1,1,1,6,4,4,6,2,5,5,5,5,7,7,7,5,5,2,4,4,1,2,1,5,5,4,1,1,1,1,5,1,1,5,5,1,3,1,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,5,4,1,2,1,1,1,1,1,5,1,5,5.75,2,7,63.22,23,1.6,1.67,3.5,3.33,5,5,3.75
63ed30cf3bbe678490e9999c,0,0,1,0,0,1,0,2,-99,0,1,0,0,0,0,0,0,1,-99,0,0,1,0,0,1,0,0,1,0,3,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2019,2,5,4,5,6,3,1,1,1,4,1,7,7,4,5,1,7,7,1,6,3,1,6,1,1,2,4,5,5,5,5,1,1,1,1,1,1,2,,4,2,4,1,5,5,5,5,7,6,7,4,4,2,2,5,4,4,1,4,4,1,1,1,1,5,3,1,2,1,1,1,4,1,3,4,4,3,4,4,4,2,3,4,4,5,4,4,5,5,1,1,5,1,2,4,5,4,1,1,1,7,5,7,56.73,20,1.6,1,4.25,3,4,5,2.5
6317457367495fa60d79d84e,0,0,0,0,0,1,0,1,-99,0,0,1,0,0,0,0,0,1,-99,0,0,0,0,0,1,0,0,1,0,2,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,2,5,2,5,3,6,2,5,2,6,2,7,7,2,2,1,2,4,2,2,2,5,6,5,5,3,4,1,1,3,5,1,1,1,1,1,1,2,,4,6,7,6,2,4,4,4,7,7,7,2,5,2,2,2,4,5,1,1,1,1,1,1,5,5,4,1,1,2,2,1,6,1,2,1,4,3,4,2,3,2,1,4,3,2,3,2,3,3,5,5,6,3,2,2,2,2,1,1,1,6.75,2,3,39.87,13,2.4,1,3,2,3.5,3.5,1
